ID,GovWin ID,NAME,Portfolio,Capture Lead,Business Unit,Include in Moneyball,Expected RFP Release,i3 Role,Stage,Prime Contractor,Total Value,Our Value,Win Probability,Must Win,Status,Actual RFP Release,Award Date,BD_Sales Lead,Competition Type,Complexity,Contract Type,Contract Vehicle,Contracts POC,Customer Type,Estimated Start Date,Modified By,Moneyball,NAICS,Opportunity Type,Primary Agency,Prime POC,Prime POC Email,Proposal or EWP Due,Proposals POC,RFI or IWP,TA completed,Submission Date,Estimated Completion Date,Contract Period Months,Weighted Value,Solicitation #,Solicitation Date,Technical POC,CPEG,Modified
"481",,"DIA EMARRS - PM FW SEMA ISR (RS3)","ESI","Grady, Stephen","ITFS","no","8/15/2021","SUB","NOBID","Jacobs Technology Inc.","$25,000,000.00","$12,500,000.00","35%","No","49% work share agreement for i3. Moved to FY22. Work is in CONUS and Korea. RFP is 4Q21",,"6/15/2022",,"F&O","Difficult","CPFF","DIA",,"NB","6/15/2022","william.glover@i3-corps.com",,"541715",,"DOD",,,"9/15/2021",,,"Planning",,"6/15/2027","60","$4,375,000",,,,"Expand","2023-04-28T14:42:08Z"
"482","175366","DIA SITE III (sub to NG/Peraton)","CREWS","King, David","ITCE","no","7/6/2020","SUB","WON","Paraton","$12,000,000,000.00","$1.00","40%","No","Awaiting Peraton Kickoff","7/6/2020","3/2/2021",,"F&O","Moderate","CPFF","DIASITEIII",,"NB","3/2/2021","william.glover@i3-corps.com",,"541519",,"DOD",,,"9/28/2020",,,,"8/19/2020","3/2/2031","120","$0",,,,"Grow","2023-04-28T14:50:49Z"
"483",,"S3I Tech Mgmt 2021T-01","CORP","Watts, Rick","CORP","no","3/12/2021","SUB","LOST","Torch Technologies, Inc.","$160,000,000.00","$1.00","75%","No","Torch lost to Colsa. ","2/26/2021","7/21/2021",,"F&O","Moderate","T&M","AMCOM",,"RC","7/16/2021","william.glover@i3-corps.com",,"541330",,"Army",,,"3/29/2021",,"10/2/2020","Yes","3/29/2021","7/15/2026","59","$1",,,,"Expand","2023-04-28T14:40:54Z"
"484",,"CEWIS ONI Contract for Enterprise Wide Intelligence Services","CREWS","Howard, Mike","NRL","no","6/30/2022","PRIME","CANCEL","i3","$1.00","$1.00","1%","No","FME group at ONI removed from CEWIS contract. RFP expected to drop in the next month or two. Unsure if we have applicable P2 without FME scope.",,"11/30/2022",,"TBD","Difficult","IDIQ",,,"NB","1/31/2022","william.glover@i3-corps.com",,"TBD",,"Navy",,,"7/30/2022",,,,,"1/31/2027","60","$0",,,,"Expand","2023-04-28T14:33:32Z"
"485",,"USCENTCOM OPIAS (CTMSP)","TADSS","Hamilton, Lionel","VTSG","no","2/16/2021","SUB","WON","Northrop Grumman Systems","$650,000,000.00","$1.00","0%","No",,"3/1/2021","10/1/2021",,"F&O","Moderate",,"FEDSIM",,"NB","10/1/2021","william.glover@i3-corps.com",,"541330","Organic","Army",,,"3/31/2021",,,,,"10/1/2026","60","$0",,,,"Expand","2023-04-28T14:50:51Z"
"486",,"RPA SOC","ESI","Grady, Stephen","ITFS","no","6/1/2024","SUB","CANCEL","TBD","$961,000,000.00","$1.00","25%","No","No-go for proposal. Will look to join teams after award",,"6/1/2025",,"F&O","Difficult","FFP","IDIQ",,"NB","6/1/2025","william.glover@i3-corps.com",,"488190",,"Air Force",,,"8/1/2024",,,,,"6/1/2032","84","$0",,,,"Expand","2023-04-28T14:34:32Z"
"487","223409","HTASC Follow-on/Recompete","TADSS","Brockhard, Doug","HST","no","6/1/2025","SUB","CAPTURE","Jacobs Technology Inc.","$785,000,000.00","$29,400,000.00","75%","Yes",,,"3/1/2026",,"F&O","Moderate","CPFF","STANDALONE",,"RC","3/1/2026","lee.rinna@i3-corps.com",,"611430","Formal","Army",,,"7/1/2025",,,,,"3/1/2033","84","$22,050,000",,,,"Protect","2023-05-23T16:28:10Z"
"488",,"AH64E MTPC RECOMPETE","TADSS","Brockhard, Doug","VTSG","no","6/3/2021","SUB","WON","SAIC","$5,800,000.00","$4,260,000.00","100%","No",,"6/3/2021","6/30/2021",,"F&O",,"TASKORDER","S3I HWIL Aviation",,"RC","7/15/2021","william.glover@i3-corps.com",,"TBD","Organic","Army",,,"6/3/2021",,,,"6/3/2021","7/14/2023","23","$4,260,000",,,,"Protect","2023-02-16T16:50:14Z"
"489",,"CH47 15U, 15N MOS TNG","TADSS","Hamilton, Lionel","VTSG","no","1/2/2023","SUB","LOST","SAIC","$16,500,000.00","$9,000,000.00","10%","No","1/30 - LSI expected to win the effort
PEO AVN VTS Memo in staffing 
14NOV:  Met with LTC Hickey in October.  
15U and 15N MOS courses. 
- Refreshed CH47 ROM for 15U and 15N courses.  Budgetary provided to CPT Ronald Ramsey.  
- Funding does not exist in the CHPO Office for VTS training
  ",,"3/30/2023",,"F&O","Straightforward","CPFF","S3I HWIL Aviation",,"RC","3/30/2023","ronald.steeg@i3-corps.com",,"TBD","Organic","Army",,,"2/28/2023",,,,,"3/29/2024","11","$900,000",,,,"Expand","2023-01-30T20:27:52Z"
"490",,"EOIR CPS Recompete (moving to IAC MAC)","TADSS","Reddoch, Jeremy","HST","no","5/5/2021","PRIME","WON","i3","$1,173,900.00","$860,000.00","75%","No","This was awarded under IAC MAC AS-VIE","5/5/2021","3/31/2021",,"SBSA",,"TASKORDER","IAC MAC",,"RC - RFQ","4/5/2021","william.glover@i3-corps.com",,"TBD","Organic","Army",,,"5/5/2021",,,,,"4/5/2022","12","$645,000",,,,"Protect","2023-04-28T14:50:08Z"
"491",,"Gray Eagle Maintenance Training","TADSS","Reddoch, Jeremy","HST","no","3/22/2021","SUB","WON","SAIC","$4,500,000.00","$4,500,000.00","90%","No",,"3/22/2021","4/28/2021",,"TBD","Straightforward","TASKORDER","OASIS",,"NB - RFQ","4/26/2021","william.glover@i3-corps.com",,"TBD","Organic","Army",,,"3/28/2021",,,,"3/28/2021","12/13/2022","19","$4,050,000",,,,"Expand","2023-04-28T14:50:51Z"
"492",,"MQ9 VIRTUAL REAPER SUITE (VRS) RECOMPETE","TADSS","Bower, Matt","VTSG","no","6/12/2021","SUB","WON","SAIC","$1,638,000.00","$1,200,000.00","100%","No",,"6/12/2021","7/18/2021",,"TBD",,"TASKORDER","OASIS",,"RC","7/12/2021","william.glover@i3-corps.com",,"TBD","Organic","Air Force",,,"7/12/2021",,,,"7/18/2021","7/12/2022","12","$1,200,000",,,,"Protect","2023-02-16T16:50:47Z"
"493",,"Shadow SHEILD  Recompete","TADSS","Reddoch, Jeremy","HST","no","6/15/2021","SUB","WON","SAIC","$1,835,000.00","$1,835,000.00","75%","No",,"4/19/2021","4/19/2021",,"SBSA",,"TASKORDER","IAC MAC",,"NB - RFQ","4/19/2021","william.glover@i3-corps.com",,"TBD","Organic","Army",,,"4/19/2021",,,,,"4/19/2022","12","$1,376,250",,,,"Protect","2023-02-16T16:50:14Z"
"494",,"UH60 AFCS/MTPC RECOMPETE","TADSS","Hamilton, Lionel","VTSG","no","3/17/2021","SUB","WON","SAIC","$850,000.00","$595,000.00","100%","No",,"3/17/2021","4/28/2021",,"F&O",,"TASKORDER","S3I HWIL Aviation",,"RC","4/28/2021","william.glover@i3-corps.com",,"TBD","Organic","Army",,,"3/17/2021",,,,"3/17/2021","4/27/2022","11","$595,000",,,,"Protect","2023-04-28T14:50:08Z"
"495",,"UH60 CONCURRENCY RECOMPETE","TADSS","Hamilton, Lionel","VTSG","no","4/6/2021","SUB","WON","SAIC","$550,000.00","$385,000.00","100%","No",,"4/6/2021","4/6/2021",,"F&O",,"TASKORDER","OASIS",,"RC","3/20/2021","william.glover@i3-corps.com",,"TBD","Organic","Army",,,"4/6/2021",,,,"4/6/2021","3/19/2022","11","$385,000",,,,"Protect","2023-04-28T14:50:08Z"
"496",,"UH60 MEDEVAC RECOMPETE","TADSS","Bower, Matt","VTSG","no","8/19/2020","SUB","WON","SAIC","$950,000.00","$600,000.00","100%","No",,"8/19/2020","10/5/2020",,"TBD",,"TASKORDER","AMCOM",,"RC","9/30/2020","hannis.watts@i3-corps.com",,"TBD","Organic","Army",,,"8/24/2020",,,,"8/24/2020","7/9/2021","9","$600,000",,,,"Protect","2023-03-29T15:57:48Z"
"498",,"UH60 PROVISIONING PHASE II","TADSS","Hamilton, Lionel","VTSG","no","6/25/2021","SUB","CANCEL","SAIC","$500,000.00","$350,000.00","0%","No",,"6/25/2021","1/25/2021",,"F&O",,"TASKORDER","AMCOM",,"RC","8/20/2021","william.glover@i3-corps.com",,"TBD","Organic","Army",,,"6/25/2021",,,,"12/11/2020","4/14/2022","7","$0",,,,"Expand","2023-04-28T14:34:32Z"
"499",,"UH72 LAKOTA 3D RECOMPETE","TADSS","Bower, Matt","VTSG","no","7/15/2021","SUB","WON","SAIC","$1,501,500.00","$1,100,000.00","100%","No","Concurrency for Emulator and VTS 3D Won",,"9/23/2021",,"F&O",,"TASKORDER","AMCOM",,"RC","5/1/2021","hannis.watts@i3-corps.com",,"TBD","Organic","Army",,,"8/15/2021",,,,,"4/30/2022","11","$1,100,000",,,,"Protect","2023-03-29T15:58:07Z"
"500",,"UH72 LAKOTA EMULATOR RECOMPETE","TADSS","Hamilton, Lionel","VTSG","no","4/30/2021","SUB","WON","SAIC","$500,000.00","$325,000.00","100%","No","Awaiting MIPR","4/30/2021","8/4/2021",,"F&O",,"TASKORDER","S3I HWIL Aviation",,"RC","8/4/2021","william.glover@i3-corps.com",,"TBD","Organic","Army",,,"5/28/2021",,,,,"8/4/2023","24","$325,000",,,,"Protect","2023-04-28T14:50:08Z"
"502",,"VTS INITIAL ENTRY ROTARY WING (IERW)","TADSS","Jones, Emily","VTSG","no","1/1/2023","SUB","WON","SAIC","$5,400,000.00","$3,800,000.00","90%","No","1/30/23: ROM submitted, award anticipated MAR/APR timeframe.
1/3/23:  Formal ROM kick-off on 4JAN.  Expect completion and delivery around mid-January.  
11/16/2022: Changed to PROPPREP status. Call with Matt B. today, Tim V. says effort will be fully funded, MTF.
09/21/22: Changed to INACTIVE status.  Tim VanAlstine doesn't know anything about the effort.  I believe this was a discussion at some point, but there is nobody pursuing this at Ft. Rucker at the present time.  However, it is fully possible that it will become an opportunity in the future.  ",,"6/1/2023",,"F&O","Straightforward","TASKORDER","OASIS",,"NB","3/30/2023","matthew.bower@i3-corps.com",,"TBD","Organic","Army",,,"1/20/2023",,,,,"4/10/2025","24","$3,420,000",,,,"Expand","2023-04-24T01:05:28Z"
"503",,"VTS 15T UH60 HELICOPTER REPAIRER","TADSS","Bower, Matt","VTSG","no","8/21/2020","SUB","WON","SAIC","$1,750,000.00","$900,000.00","100%","No",,"8/21/2020","10/2/2020",,"TBD",,"TASKORDER","AMCOM",,"RC","10/2/2020","hannis.watts@i3-corps.com",,"TBD","Organic","Army",,,"8/21/2020",,,,"8/21/2020","10/1/2021","11","$900,000",,,,"Expand","2023-03-29T15:58:28Z"
"504",,"CABAIL 3D VIRTUALIZATION","TADSS","TBD","VTSG","no","3/15/2021","SUB","CANCEL","SAIC","$4,500,000.00","$4,000,000.00","0%","No",,"3/15/2021","3/15/2021",,"TBD",,"TASKORDER","OASIS",,"NB - RFQ","3/15/2021","william.glover@i3-corps.com",,"TBD",,"Army",,,"3/15/2021",,,,"3/15/2021","3/15/2022","12","$0",,,,"Expand","2023-06-08T17:37:36Z"
"505",,"PM-AEROS STARLite Training","TADSS","Reddoch, Jeremy","HST","no","6/15/2021","SUB","WON","SAIC","$1,500,000.00","$600,000.00","100%","No",,"12/21/2020","1/31/2021",,"TBD",,"TASKORDER","IAC MAC",,"RC","1/31/2021","william.glover@i3-corps.com",,"TBD","Organic","Army",,,"12/21/2020",,,,"12/21/2020","1/30/2022","11","$600,000",,,,"Protect","2023-04-28T14:50:08Z"
"506",,"SUAS THREAT VR SIMULATION","TADSS","TBD","HST","no","11/23/2020","SUB","CANCEL","COLSA Corporation","$350,000.00","$350,000.00","10%","No",,"11/23/2020","12/14/2020",,"F&O",,"TASKORDER",,,"NB","1/4/2021","william.glover@i3-corps.com",,"TBD",,"Army",,,"11/27/2020",,,,"11/27/2020","9/16/2021","8","$35,000",,,,"Grow","2023-04-28T14:28:31Z"
"507","186900","ITSS PEO MS","CREWS","King, David","ITCE","no","11/23/2020","SUB","NOBID","Jacobs Technology Inc.","$34,000,000.00","$1.00","10%","No",,,"6/1/2021",,"SBSA","Difficult","IDIQ","ITES-3S",,"NB","6/1/2021","william.glover@i3-corps.com",,"541519",,"Army",,,"12/20/2020",,,,,"6/1/2026","60","$0",,,,"Grow","2023-04-28T14:42:20Z"
"508","184201","BOA DEVSECOPS Pipeline Platform Integration Licensing Servic","CREWS","TBD","ITCE","no","4/29/2024","PRIME","IDENT","i3","$95,000,000.00","$50,000,000.00","10%","No",,,"10/31/2024",,"F&O","Difficult","IDIQ","TBD",,"NB","10/31/2024","william.glover@i3-corps.com",,"541512","Formal","Army",,,"9/30/2024",,,,,"10/30/2029","59","$5,000,000",,,,"Grow","2023-03-20T14:25:02Z"
"509","184220","BOA Cloud Services","CREWS","TBD","ITCE","no","5/30/2024","PRIME","IDENT","i3","$95,000,000.00","$51,000,000.00","10%","No",,,"10/5/2024",,"Both","Difficult",,,,"NB","11/5/2024","william.glover@i3-corps.com",,"518000",,"Army",,,"5/5/2024",,,,,"11/5/2029","60","$5,100,000",,,,"Grow","2023-02-12T18:34:52Z"
"510","127489","CLOUD ONE CLOUD MIGRATION AND CLOUD TRANSITION TEAM SUPPORT","CREWS","TBD","ITCE","no","3/9/2024","PRIME","IDENT","i3","$728,175,000.00","$314,000,000.00","10%","No","check contract vehicle and i3 role - disconnect",,"8/9/2024",,"F&O","Difficult","TASKORDER","ALLIANT II",,"NB","9/9/2024","william.glover@i3-corps.com",,"541512",,"Army",,,"1/31/2024",,,,,"9/8/2029","59","$31,400,000",,,,"Grow","2023-02-12T18:34:52Z"
"511","192909","THREATS AND TARGETS FOR TESTING AND TRAINING SYSTEMS (4TS) - FKA TTHREATS","CREWS","Watts, Rick","ITCE","no","10/31/2022","SUB","NOBID","Blue Halo","$980,000,000.00","$1.00","20%","No","Blue Halo NO BID week of 7 Nov","10/31/2022",,"hannis.watts@i3-corps.com","F&O","Difficult","CPFF","IDIQ",,"NB","2/23/2023","david.king@i3-corps.com",,"339999",,"Army",,,"11/30/2022",,"5/20/2020","Yes",,"2/23/2033","120","$0",,,,"Grow","2023-06-28T18:42:14Z"
"512","172133","AIR AND GROUND INTELLIGENCE SURVEILLANCE AND RECONNAISSANCE TRAINING SUPPORT (MQ1 MQ9)","TADSS","Rehome, Paul","VTSG","no","9/15/2023","SUB","CAPTURE","TBD","$98,616,000.00","$25,000,000.00","1%","No","5/23/23: Teaming with Nova; need to put together a TA in place. 
5/9/2023: Draft PWS released; currently in discussions with Nova Technologies on teaming (Nova would Prime)
1/30/23: Nathan talking with FSI about teaming approach. 
- Discussed MQ9 partnering with FSI-Defense at I/ITSEC
- Lt Col Moore and Maj Fickert visited on 19OCT.  During discussion, both expressed a desire to get VTS style content into their MQ1/MQ9 CAT/CWD effort.   Peter Jacob (Air Combat Command), told Lt Col Moore and Maj Fickert that the purpose of the demo was to see what CAT/CWD could be in the next contractual effort.  
- MAJ Peck (16th TRS) expressed a strong interest in i3 being responsible for training.  Said current prime, CTI, was not making the grade.  
- Lee Rinna to call Thomas Cotton at Wright-Patterson AFB to gain better understanding of collective bargaining requirements and best small business partners.  
RFI not yet released.  Expected in Aug. Remainder of funding cut on MQ-9 Program so this maybe why. Still on search for potential CAT small business partner who does union. 
Next step:",,"12/1/2023",,"SBSA","Moderate","FFP","STANDALONE",,"NB","3/1/2024","tonalea.howell@i3-corps.com",,"611512","Formal","Air Force",,,"10/30/2023",,,"No",,"12/1/2028","57","$250,000",,,,"Grow","2023-05-23T19:35:25Z"
"513",,"UH60 PROVISIONING PHASE III","TADSS","TBD","VTSG","no","5/24/2021","SUB","CANCEL","SAIC","$1.00","$1.00","0%","No","This is a duplicate",,,,"F&O",,"TASKORDER","AMCOM",,"RC","1/1/2010","william.glover@i3-corps.com",,"TBD",,"Army",,,"5/24/2021",,,,,"12/31/2010","11","$0",,,,"Expand","2023-04-28T14:34:39Z"
"514","194425","CYPRESS Cyber and Privacy Enterprise Solutions and Services","CREWS","TBD","ITCE","no","4/30/2021","SUB","NOBID","TBD","$1.00","$1.00","10%","No",,,"6/30/2021",,"F&O","Moderate",,,,"NB","6/30/2021","william.glover@i3-corps.com",,"541519",,"NASA",,,"5/30/2021",,,,,"6/30/2026","60","$0",,,,"Grow","2023-06-05T15:41:55Z"
"515",,"PM ATE - OASIS Pool 6","ESI","Mitchell, Ben","SET","no","1/14/2021","SUB","LOST","QuantiTech","$40,000,000.00","$7,500,000.00","40%","No","Avion won (PeopleTec, IMS, others)","1/14/2021","5/5/2021",,"SBSA","Moderate","TASKORDER","OASIS",,"NB","4/15/2021","william.glover@i3-corps.com",,"541715",,"Army",,,"2/13/2021",,"8/24/2020","Yes","2/22/2021","4/15/2026","60","$3,000,000",,,,"Grow","2023-04-28T14:40:57Z"
"516","180802","Defensive Cyber Operations for Space (CDO-S)","CREWS","TBD","ITCE","no","1/30/2023","SUB","NOBID","TBD","$1.00","$1.00","10%","No",,,,,"Both","Moderate","TBD","TBD",,"NB","1/1/2023","william.glover@i3-corps.com",,"541511","Formal","Air Force",,,"2/27/2023",,,,,"12/31/2028","71","$0",,,,"Grow","2023-06-05T15:33:26Z"
"517","176648","AF - INTEGRATED NETWORK OPERATIONS AND SERVICES (IAFNOS 2)","CREWS","King, David","ITCE","no","9/30/2021","SUB","NOBID","TBD","$1.00","$1.00","10%","No","Need to take a hard look at it",,"7/31/2022",,"SBSA","Difficult","SINGLE AWA","STANDALONE",,"NB","7/31/2021","william.glover@i3-corps.com",,"517311",,"Air Force",,,"9/30/2021",,,,,"7/30/2026","59","$0",,,,"Grow","2023-04-28T14:42:20Z"
"518","191646","AF Cyber Operational Testing Engineering and Range Support","CREWS","TBD","ITCE","no","11/30/2020","SUB","NOBID","TBD","$1.00","$1.00","10%","No",,,"4/22/2022",,"SBSA","Moderate","TASKORDER","TBD",,"NB","5/16/2022","william.glover@i3-corps.com",,"541512",,"Air Force",,,"12/29/2021",,,,,"5/14/2027","59","$0",,,,"Grow","2023-06-08T17:36:31Z"
"520","194700","Cybersecurity Operations Support Services","CREWS","King, David","ITCE","no","2/26/2021","SUB","NOBID","TBD","$401,000,000.00","$1.00","10%","No",,,"9/30/2021",,"F&O","Moderate","TASKORDER",,,"NB","9/30/2021","william.glover@i3-corps.com",,"54199",,"DOD",,,"3/26/2021",,"9/30/2020",,,"9/29/2026","59","$0",,,,"Grow","2023-06-05T15:42:35Z"
"521",,"TETRAS A2WSD","TADSS","Rinna, Lee","HST","no","3/1/2021","SUB","LOST","Trident","$90,000,000.00","$5,000,000.00","10%","No","Still waiting on award to be announced. Justin Caruso has no new information.  
","3/1/2021",,,"F&O",,"CPFF","TETRAS",,"NB","11/19/2021","hannis.watts@i3-corps.com",,"TBD","Formal","Navy",,,"4/15/2021",,,,"5/5/2021","11/19/2026","60","$500,000",,,,"Grow","2023-03-29T15:58:47Z"
"522","5620032","Non-Destructive Testing (2021T-12)","ESI","Mitchell, Ben","SET","no","8/27/2021","PRIME","WON","i3","$8,642,904.35","$8,642,904.35","40%","No","WON January 19, 2022.  Customer kickoff completed and multiple ROMs sent over. 
Looking at additional personnel to add.",,"1/19/2022","hannis.watts@i3-corps.com","F&O","Difficult","TASKORDER","EXPRESS",,"NB","2/21/2022","william.glover@i3-corps.com",,"541715",,"Army",,,"9/27/2021",,"1/15/2021",,"9/27/2021","2/21/2027","60","$3,457,162",,,,"Protect","2023-02-16T16:50:19Z"
"523",,"AMTC 19-04-GM12 Aerodynamic Characterization","ESI","Mitchell, Ben","SET","no","10/15/2019","PRIME","PROPSUB","i3","$15,000,000.00","$1.00","40%","No",,,"7/30/2021",,"F&O","Straightforward",,"OTA",,"NB","7/30/2021","william.glover@i3-corps.com",,"541715",,"Army",,,"11/15/2019",,,"Yes","11/15/2019","7/30/2024","36","$0",,,,"Create","2023-04-28T14:50:56Z"
"524",,"AvMC ITSS CIO Support","CREWS","King, David","ITCE","no","1/28/2022","SUB","LOST","All Points","$350,000,000.00","$30,000,000.00","75%","Yes","On VETS2","1/24/2022","10/25/2022",,"SBSA","Moderate","CPFF","STANDALONE",,"RC","10/28/2022","william.glover@i3-corps.com",,"TBD",,"Army",,,"3/24/2022",,"11/15/2021",,"3/24/2022","10/28/2027","60","$22,500,000",,,,"Grow","2023-04-28T14:31:08Z"
"526","118489","TAIS","ESI","Watts, Rick","AELS","no","4/1/2023","PRIME","NOBID","i3","$80,000,000.00","$80,000,000.00","15%","No",,,"6/1/2025",,"F&O","Difficult","CPFF","STANDALONE",,"NB","9/17/2023","william.glover@i3-corps.com",,"541330",,"Army",,,"5/1/2023",,,"No",,"9/17/2028","60","$12,000,000",,,,"Grow","2023-04-28T14:42:20Z"
"527",,"AMTC 20-01-229 MDO Multi Domain Operations","ESI","Mitchell, Ben","SET","no","2/1/2020","PRIME","PROPSUB","i3","$20,000,000.00","$1.00","30%","No",,,"6/30/2021",,"F&O","Straightforward",,"OTA",,"NB","7/31/2021","hannis.watts@i3-corps.com",,"541715","Formal","Army",,,"3/31/2020",,,,,"7/30/2024","35","$0",,,,"Create","2023-03-29T16:00:43Z"
"528","N/A","PM FARA (OASIS Pool 6, Restricted)","ESI","Watts, Rick","AELS","yes","3/21/2023","SUB","PROPSUB","Odyssey Consulting Group","$40,000,000.00","$4,000,000.00","30%","No","Pool 6 - Odyssey
TEAM: Odyssey, i3, DCS, JHNA, BAH, STI Tech","3/21/2023",,"hannis.watts@i3-corps.com","F&O","Moderate","CPFF","RS3","david.marck@i3services.onmicrosoft.com","NB","9/7/2023","rachel.paris@i3-corps.com",,"541715","Formal","Army","Erin Butt","erinbutt@odysseyconsult.com","4/26/2023","rachel.paris@i3-corps.com","12/7/2022","Yes","4/25/2023","9/7/2028","60","$1,200,000","FOPR Number: 0044","3/21/2023","danny.tollison@i3-corps.com","Grow","2023-04-27T20:39:23Z"
"529",,"UNMANNED AERIAL SYSTEM OPERATIONS CENTER SUPPORT (UASOCS)","ESI","TBD","ITFS","no","3/1/2022","SUB","NOBID","Jacobs Technology Inc.","$110,000,000.00","$110,000,000.00","20%","No",,,"10/1/2022",,"TBD",,"CPFF","STANDALONE",,"NB","3/1/2023","william.glover@i3-corps.com",,"541513",,"Army",,,"4/1/2022",,,,,"3/1/2030","84","$22,000,000",,,,"Grow","2023-04-28T14:42:37Z"
"530","185433","AEMSS F&O Pool","CREWS","King, David","ITCE","no","4/27/2021","SUB","LOST","Jacobs Technology Inc.","$850,000,000.00","$1.00","75%","No","Sub to Jacobs.
PAE protest was dismissed.  
According to the GAO Protest Docket, Protest Docket %23 B-420212.4 was filed by Parsons Government Services, Inc. on June 28, 2022. GAO's decision is projected on or about October 6, 2022. 
Protest Docket %23 B-420212.3 remains open. GAO's decision is projected on or about September 29, 2022. 
Protest Docket %23 B-420212.2 remains open. GAO's decision is projected on or about September 29, 2022. 

","2/23/2021",,"hannis.watts@i3-corps.com","F&O","Moderate","IDIQ","IDIQ",,"RC","3/10/2022","william.glover@i3-corps.com",,"541330","Formal","DOD",,,"3/23/2021",,,"Yes","3/23/2021","3/10/2032","120","$1",,,,"Grow","2023-02-16T15:05:44Z"
"531","168319","Simulator Training ANGB","ESI","Grady, Stephen","ITFS","no","5/1/2022","PRIME","NOBID","i3","$4,000,000.00","$4,000,000.00","25%","No",,,"8/1/2022",,"F&O","Difficult","CPFF","IDIQ",,"NB","8/1/2022","william.glover@i3-corps.com",,"611512",,"Army",,,"6/1/2022",,,,,"8/1/2026","48","$1,000,000",,,,"Expand","2023-06-05T15:29:16Z"
"532","189088","DHS S&T Independent Test Agent (ITA)","CREWS","King, David","ITCE","no","10/22/2020","SUB","WON","PPT Solutions Inc","$300,000,000.00","$1.00","10%","No",,"10/30/2020","5/7/2021",,"F&O","Straightforward","IDIQ","GSAPSS",,"NB","10/1/2021","william.glover@i3-corps.com",,"541330",,"DHS",,,"12/2/2020",,,"Yes","12/1/2020","10/1/2028","84","$0",,,,"Create","2023-04-28T14:51:03Z"
